,number,active_ingredients,inactive_ingredients,name,price,review number,5 stars,4 stars,3 stars,2 stars,1 star
233,301427834,[''],[],Dental Expert Activated Charcoal Teeth Whitening Toothpaste [Coconut Oil] Kids & Adults - Destroys Bad Breath - Natural Vegan Black Tooth Paste Whitener [FREE Charcoal Toothbrush & Tongue Cleaner],$22.32 ,471,20,6,2,0,1
234,50650935,"['Active ingredient : Sodium Fluoride 0.243%.Purpose:Anticavity Toothpaste.Inactive ingredients:', 'Sorbitol', 'Water', 'Hydrated Silica', 'Tetrasodium Pyrophosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'disodium pytophosphate', 'Alcohol (0.7%)', 'gum xanthan', 'Sodium Saccharin', 'Glycerin', 'Carbomer 956', 'Poloxamer 407', 'Polysorbate 80', 'Sodium Benzoate', 'Cetylpyridinium Chloride', 'Benzoic Acid', 'Titanium Dioxide', 'Blue 1', 'Yellow 5.']",[],"Crest + Scope Complete Whitening Toothpaste, Minty Fresh, .85 oz",$3.94 ,89,122,30,7,5,24
235,26965371,[''],[],"Tom's Of Maine Cavity Protection Fluoride Toothpaste Spearmint, 5.5 OZ",$4.31 ,6,5,1,0,0,0
236,639255122,"['Active Ingredient - Purpose.Sodium Fluoride 0.24% (0.15% w/v Fluoride Ion) - Anticavity.Inactive Ingredients: Sorbitol', 'Water', 'Glycerin', 'Hydrated Silica', 'PEG-12', 'Sodium Lauryl Sulfate', 'Tetrasodium Pyrophosphate', 'Cocamidopropyl Betaine', 'Sodium Saccharin', 'Flavor', 'gum xanthan', 'FD&C Red No. 40.']",[],"(2 pack) Colgate Kids 2-in-1 Toothpaste and Mouthwash, Strawberry - 4.6 oz",$6.89 ,206,13,2,1,3,0
237,809999926,"[' Sodium Fluoride ', 'Inactive Ingredients: Cetylpyridinium Chloride', 'Citric Acid', 'D&C Red 33', 'Disodium EDTA', 'Disodium Phosphate', 'Flavor', 'Menthol', 'Poloxamer 407', 'Polysorbate 80', 'Propylene Glycol', 'Purified Water', 'Sodium Benzoate', 'Sodium Phosphate', 'Sorbitol', 'Sucralose', 'Xylitol Toothpaste: Active Ingredients: Sodium Fluoride', '']","[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Sodium Phosphate', 'Cellulose Gum', 'Flavor', 'Sodium Saccharin', 'Carbomer', 'Mica', 'Titanium Dioxide', 'Blue 1']","Firefly Shopkins Kids Toothbrushes, Toothpaste and Mouthwash Oral Care Holiday Gift Set",$9.88 ,56,1,0,0,0,0
238,26965305,"['Calcium Carbonate', 'Glycerin', 'Water', 'Xylitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Zinc Citrate', 'Carrageenan', 'Sodium Bicarbonate', 'Natural Flavor (Fennel Oil and Other Natural Flavor).']",[],"Tom's of Maine Natural Fluoride-Free Antiplaque & Whitening Fennel Toothpaste, 5.5 oz",$4.93 ,26,19,2,0,0,3
239,420115636,"['Sorbitol', 'water', 'hydrated silica', 'xylitol', 'glycerin', 'Aloe barbadensis leaf juice', 'cocamidopropyl betaine', 'sodium cocoyl glycinate', 'cellulose gum', 'natural flavors', 'Cocos nucifera coconut oil', 'stevia', 'activated charcoal', 'Echinacea angustifolia extract', 'Hydrastis canadensis goldenseal extract', 'Calendula officinalis extract', 'zinc citrate', 'grape seed extract']",[],"The Natural Dentist Charcoal Whitening Fluoride-Free Toothpaste, Cocomint, 5 Oz Tube",$2.52 ,471,7,1,3,0,1
240,49714959,"['Active Ingredient - Purpose.Sodium Fluoride 0.24% (0.16% W/V Fluoride Ion) - Anticavity.Inactive Ingredients: Sorbitol', 'Water', 'Hydrated Silica', 'Glycerin', 'PEG-12', 'Pentasodium Triphosphate', 'Tetrasodium Pyrophosphate', 'Sodium Lauryl Sulfate', 'Flavor', 'Sodium Hydroxide', 'Sodium Saccharin', 'Cellulose Gum', 'Carrageenan', 'Titanium Dioxide.']",[],"Colgate Tartar Protection Toothpaste with Whitening, Crisp Mint - 6.0 Ounce",$2.49 ,167,3,0,0,0,0
241,43888290,['Sodium Fluoride .243%'],[],"ARM & HAMMER Rejuvenating Truly Radiant Toothpaste, 4.3 oz.",$15.70 ,206,2201,527,77,25,15
242,16627499,"['Active Ingredient ... Purpose.Sodium Monofluorophosphate 0.76% (0.13% w/v Fluoride Ion) ... Anticavity.Inactive Ingredients: Glycerin', 'Water', 'Calcium Carbonate', 'Xylitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Natural Flavor*', 'Carrageenan', 'Benzyl Alcohol', 'Glycyrrhiza Uralensis (Licorice) Root Extract.*Peppermint Oil And Other Natural Flavor.']",[],Tom's of Maine Wicked Fresh Toothpaste Cool Peppermint - 4.7 oz,$4.88 ,26,2,1,1,0,0
243,26965593,[''],[],"Tom's Of Maine Propolis & Myrrh Toothpaste Fluoride-Free Cinnamint, 5.5 OZ",$9.05 ,206,9,1,0,0,0
244,733565366,"['Water', 'Hydrated Silica', 'Glycerin', 'Xylitol', 'Calcium Carbonate', 'Dicalcium Phosphate', 'Magnolia Acuminata Bark Extract', 'Sodium Phosphate', 'Zinc Citrate', 'Aloe Barbadensis Leaf Juice', 'Stevia Rebaudiana Leaf/Stem Powder', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Lycium Barbarum (Goji Berry) Fruit Extract', 'Punica Granatum (Pomegranate) Extract', 'Ubiquinone (Coenzyme Q10)', 'Tocopherol (Vitamin E', 'Sunflower Derived)', 'Natural Flavor', 'gum xanthan', 'Sodium Methyl Cocoyl Taurate', 'Sodium Benzoate.']",[],"Schmidt's Coconut Lime Toothpaste, 4.7 oz",$2.50 ,206,13,7,1,1,0
245,26965594,[''],[],"Tom's of Maine Propolis & Myrrh Toothpaste with Fluoride Fennel, 5.5 OZ",$4.89 - $8.57,206,8,2,1,0,0
246,43190597,"[' Cetylpyridinium Chloride (0.075%). Purpose: Antibacterial', 'Antiplaque', 'Antigingivitis. ']","[' Blue 1', 'Citric Acid', 'Cocamidopropyl Betaine', 'Flavor (Mint', 'Thymol and Eucalyptus Oil)', 'PEG-40 Hydrogenated Castor Oil', 'Poloxamer 407', 'Propylene Glycol', 'Sodium Saccharin', 'Sorbitol', 'Water', 'Xylitol', 'Zinc Gluconate.']","Philips Sonicare BreathRx Antibacterial Mouth Rinse, 16 Oz",$9.87 ,206,22,0,0,0,0
247,149725206,[' Sodium Monofluorophosphate '],"[' Propylene glycol', 'calcium pyrophosphate', 'PVP', 'PEG/PPG-116/66 copolymer', 'PEG-12', 'glycerin', 'flavor', 'hydrogen peroxide', 'sodium lauryl sulfate', 'silica', 'tetrasodium pyrophosphate', 'sodium saccharin', 'disodium pytophosphate', 'sucralose', 'phosphoric acid', 'BHT', 'water']",Colgate Optic White High Impact White Whitening Toothpaste - 3 ounce (3 pack),$30.44 ,1,16,9,2,0,4
248,848546286,[''],[],"Colgate Total Whitening Toothpaste, 4.8oz 4pk",$30.48 ,206,223,81,22,10,124
249,182203681,"['water,hydrated silica', 'sorbitol', 'glycerin', 'stabilized chlorine dioxide', 'cellulose gum', 'trisodium phosphate', 'titanium dioxide', 'flavor', 'sodium saccharin']",[],CloSYS Fluoride Free Toothpaste 3.4 Oz,$6.83 ,206,5,0,1,0,0
250,317420047,[''],[],"Pepsodent Complete Care Anticavity Fluoride Toothpaste, Original, 5.5 oz each, 6 Count- pack of 6",$5.58 ,206,1,0,1,0,3
251,336602611,"['Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'Xylitol', 'Lauryl Glucoside', 'Sodium Cocoyl Glutamate', 'Natural Flavor (Peppermint Oil and Other Natural Flavor)', 'Benzyl Alcohol', 'Charcoal Powder', 'gum xanthan', 'Carrageenan', 'Rebaudioside A.']",[],"Tom's of Maine Charcoal Fluoride Free Toothpaste, 4.7oz",$5.79 - $12.88,206,65,10,0,0,1
252,26965654,"[' Sodium Fluoride', 'Hydrated Silica', 'gum xanthan', 'Titanium Dioxide', 'Carrageenan']",[],"Tom's of Maine Fluoride Toothpaste Natural Simply White Sweet Mint Gel, 4.7 OZ",$4.79 ,447,7,3,0,0,0
253,16627498,"['Hydrated silica', 'water', 'sorbitol', 'glycerin', 'xylitol', 'sodium lauryl sulfate', 'natural flavors','gum xanthan', 'titanium dioxide', 'carrageenan']",[],NEW Simply White-Clean Mint Tom's Of Maine 4.7 oz Gel,$4.93 ,447,84,60,12,16,20
254,43771085,['Sodium fluoride 0.24% (0.15% w/v fluoride ion) --- Anticavity '],"['hydrated silica', 'water', 'sobitol', 'glycerin', 'xylitol', 'sodium lauryl sulfate', 'natural flavor', 'gum xanthan', 'titanium dioxide', 'sodium hydroxide', 'carrageenan']","Tom's of Maine Enamel Strength Toothpaste, Peppermint, 4oz",$4.93 ,26,3,1,0,0,0
255,14284564,[' Sodium Fluoride 0.243% (0.15% w/v fluoride ion). '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'disodium pytophosphate', 'Flavor', 'Sodium Lauryl Sulfate', 'Sodium Hydroxide', 'Alcohol (0.7%)', 'gum xanthan', 'Sodium Saccharin', 'Glycerin', 'Carbomer', 'Poloxamer 407', 'Polysorbate 80', 'Sodium Benzoate', 'Cetylpyridinium Chloride', 'Benzoic Acid', 'Mica', 'Titanium Dioxide', 'Blue 1', 'Yellow 5.']","Crest Complete Multi-Benefit Whitening + Scope Outlast, Mint Toothpaste, 5.8 Oz",$2.58 ,206,68,13,2,0,1
256,606348637,"[' Potassium Nitrate (5%) (Maximum FDA Sensitivity Active Ingredient)', 'Sodium Fluoride (0.15%) w/v Fluoride Ion. Purpose: Antihypersensitivity', 'Anticavity. ']","[' Water', 'Sorbitol', 'Hydrated Silica', 'Glycerin', 'Cocamidopropyl Betaine', 'Flavor', 'gum xanthan', 'Titanium Dioxide', 'Sodium Saccharin', 'Sodium Hydroxide', 'Sucralose', 'Yellow 10', 'Blue 1.']","(2 pack) Sensodyne Fresh Mint Sensitivity Toothpaste for Sensitive Teeth and Fresh Breath, 4 Ounce",$10.98 ,206,212,67,6,3,3
257,192732266,"['Organic Glycerin', 'Organic Aloe Barbadensis Leaf Juice', 'Hydrated Silica', 'Calcium Carbonate', 'gum xanthan', 'Sodium Bicarbonate (Baking Soda)', 'Potassium Cocoate (made with Organic Coconut Oil*)', 'Organic Cinnamomum Cassia (Cinnamon) Oil', 'Organic Mentha Arvensis (Menthol) Crystals', 'Organic Cocos Nucifera (Coconut) Flour*', 'Organic Cocos Nucifera (Coconut) Oil*', 'Tocopherol', 'Citric Acid', 'Organic Stevia Rebaudiana Leaf / Stem Extract. *Certified Fair Trade Ingredient']",[],"Dr. Bronner's Cinnamon Toothpaste, 5 oz",$5.89 ,206,8,3,1,1,0
258,43711290,[' Potassium nitrate 5% - Antihypersensitivity Sodium fluoride 0.15% w/v fluoride ion - Anticavity; '],"[' water', 'sorbitol', 'hydrated silica', 'glycerin', 'PEG-8', 'cocamidopropyl betaine', 'flavor', 'titanium dioxide', 'gum xanthan', 'sodium saccharin', 'sodium hydroxide']","Sensodyne Pronamel Gentle Whitening Fluoride Toothpaste to Strengthen and Protect Enamel, 2.7 ounces",$5.30 ,139,55,21,3,1,1
259,848109636,[' Sodium Monofluorophosphate (0.76 % (0.12% w/v fluoride ion)). Purpose: Anticavity '],"[' Propylene Glycol', 'Calcium Pyrophosphate', 'PVP', 'PEG-12/PPG-116/66 Copolymer', 'PEG-12', 'Glycerin', 'Flavor', 'Hydrogen Peroxide', 'Sodium Lauryl Sulfate', 'Silica', 'Tetrasodium Pyrophosphate', 'disodium pytophosphate', 'Sodium Saccharin', 'Sucralose', 'BHT.']","Colgate Optic White Platinum Stain-Less White Toothpaste - 3.0 ounce, Pack of 2",$7.96 ,31,8,6,0,0,0
260,748785969,"[' Stannous fluoride 0.454% (0.15% w/v fluoride ion) - Anticavity', 'Antigingivitis; ']","[' Glycerin', 'PEG-8', 'hydrated silica', 'pentasodium triphosphate', 'flavor', 'sodium lauryl sulfate', 'titanium dioxide', 'polyacrylic acid', 'sodium saccharin', 'cocamidopropyl betaine.']","Parodontax Whitening Toothpaste for Bleeding Gums, 3.4 Ounce (Pack of 3)",$33.98 ,206,8,3,0,0,1
261,236454511,[''],[],(2 Pack) Tom's of Maine Simply White Toothpaste Clean Mint - 4.7 oz,$8.70 ,206,278,113,17,19,20
262,34880939,"['Active Ingredient - Purpose.Sodium Monofluorophosphate', '0.88% (w/w)', 'Inactive Ingredients: Calcium Pyrophosphate', 'Glycerin', 'Propylene Glycol', 'PEG-12', 'Water', 'Sodium Lauryl Sulfate', 'Hydrogen Peroxide', 'Carbomer', 'Cellulose Gum', 'Flavor', 'Potassium Acesulfame', 'Piroctone Olamine.']",[],"Luster Power White Pro Deep Stain Eraser Anticavity Fluoride, Enamel-Safe & Effective Professional Teeth Whitening Toothpaste, Mint, 4 oz",$8.99 ,115,15,3,1,0,2
263,920752897,[''],[],Colgate Total Advanced Whitening Toothpaste 8oz 226g 4-pack,$24.21 ,206,7,0,1,1,1
264,381696151,[' Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion) '],"[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Flavor', 'Sodium Phosphate', 'Cellulose Gum', 'Carbomer', 'Sodium Saccharin', 'Blue 1']","Crest Kid's Cavity Protection Toothpaste Pump featuring Disney's Frozen, Blue Bubblegum, 4.2 oz, Ages 3+",$6.94 ,94,42,6,0,1,2
265,138381804,"[' Potassium Nitrate (5%)', 'Sodium Fluoride (0.24%) (0.15% w/v Fluoride Ion). Purposes: Antisensitivity', 'Anticavity. ']","[' Sorbitol', 'Hydrated Silica', 'Purified Water', 'Xylitol', 'Aloe Vera Gel', 'Glycerin', 'Flavor', 'Coconut Oil', 'gum xanthan', 'Titanium Dioxide', 'Cocamidopropyl Betaine', 'Sodium Cocoyl Glutamate and Stevia Rebaudiana Leaf Extract (Certified Organic).']","Hello Sensitivity Relief SLS Free Toothpaste with Fluoride, Soothing Mint with Coconut Oil, Vegan & SLS Free, 4oz",$3.42 - $6.76,206,117,24,15,13,11
266,669953247,"[' Potassium Nitrate (5%)', 'Sodium Fluoride (0.24% (0.14% w/v Fluoride Ion)). Purpose: Antisensitivity', 'Anticavity. ']","[' Water', 'Hydrated Silica', 'Glycerin', 'Sorbitol', 'PEG-12', 'PVM/MA Copolymer', 'Sodium Lauryl Sulfate', 'Flavor', 'Poloxamer 407', 'Trisodium Phosphate', 'Sodium Hydroxide', 'Cellulose Gum', 'Sodium Saccharin', 'gum xanthan', 'Titanium Dioxide']","Colgate Sensitive Toothpaste, Prevent & Repair - Gentle Mint Paste Formula (6 ounce, Pack of 3)",$32.99 ,1,42,19,5,3,1
267,778890116,[' Sodium Fluoride (0.24%) (0.15% w/v Fluoride Ion). Purpose: Anticavity. '],"[' Hydrated Silica', 'Water', 'Sorbitol', 'Glycerin', 'Xylitol', 'Lauryl Glucoside', 'Sodium Cocoyl Glutamate', 'Natural Flavor (Peppermint Oil and Other Natural Flavor)', 'Benzyl Alcohol', 'Charcoal Powder', 'gum xanthan', 'Carrageenan', 'Rebaudioside A.']","Tom's of Maine Charcoal Anticavity Toothpaste, 4.7oz",$10.27 ,206,32,2,0,0,0
268,10794704,"['Water', 'Sorbitol', 'Propylene Glycol', 'Glycerin', 'Cellulose Gum', 'Poloxamer 407', 'Flavor', 'Simethicone', 'Methylparaben', 'Potassium Sorbate', 'Sodium Saccharin', 'Propylparaben', 'Citric Acid.']",[],Baby Orajel Gel & Finger Toothbrush Mixed Fruit Tooth & Gum Cleanser .7 Oz Peg,$7.40 ,206,330,43,10,0,2
269,26965278,"['Active Ingredient ... Purpose.Sodium Monofluorophosphate 0.76% (0.13% w/v Fluoride Ion) ... Anticavity.Inactive Ingredient: Glycerin', 'Water', 'Calcium Carbonate', 'Xylitol', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Natural Flavor*', 'Carrageenan', 'Benzyl Alcohol', 'Glycyrrhiza Uralensis (Licorice) Root Extract.*Spearmint Oil and Other Natural Flavor.']",[],"Tom's of Maine Wicked Fresh! Fluoride Toothpaste, Spearmint Ice, 4.7 Oz",$13.86 ,206,7,0,0,0,1
270,504686470,[''],[],Opalescence Whitening Toothpaste Cool Mint with fluoride 4.7oz (2pack),$18.50 ,206,4,0,0,0,0
271,26965334,"['Water', 'Hydrated Silica', 'Sorbitol', 'Glycerin', 'Xylitol', 'Lauryl Glucoside', 'Sodium Cocoyl Glutamate', 'Natural Flavor (Peppermint Oil and Other Natural Flavor)', 'Benzyl Alcohol', 'gum xanthan', 'Titanium Dioxide', 'Carrageenan', 'Stevia Rebaudiana Extract', 'Propolis Extract.']",[],"Tom's of Maine Botanically Bright Peppermint Whitening Toothpaste, 4.7 oz",$5.79 - $11.12,206,25,5,6,0,0
272,46022524,"[' Sodium Fluoride 0.243% (0.15% W/V Fluoride Ion) Anticavity Toothpaste', '']","[' Sorbitol', 'Water', 'Hydrated Silica', 'Sodium Lauryl Sulfate', 'Trisodium Phosphate', 'Cellulose Gum', 'Flavor', 'Sodium Saccharin', 'Carbomer 956', 'Mica', 'Titanium Diozide', 'Blue 1']",Crest Tartar Protection Whitening Cool Mint Flavor Toothpaste 8.2 Oz,$2.79 ,50,4,3,0,0,1
273,614152438,[''],[],"Colgate Optic White Whitening Toothpaste, Sparkling Mint - 5 oz (3 Pack)",$14.18 ,31,8,1,0,0,2
274,45022353,[''],[],Crest Toothpaste Gel Cool Mint 6.40 oz (Pack of 3),$12.15 ,818,1,0,0,0,1
275,46300785,"['Sodium Hyaluronate; Polyvinylpyrrolidone; Glycyrrhetinic Acid; Aloe Vera Extract; Propylene Glycol; Maltodextrin; Potassium Sorbate; Sodium Benzoate; Hydroxyethylcellulose; PEG-40 Hydrogenated Castor Oil; Disodium Edetate; Benzalkonium Chloride; Flavoring (Methylcyclopentenolone US CFR 21 172.515', 'GRAS); Sodium Saccharin; Water']",[],Sunstar GUM Rincinol P.R.N. 4 Oz. Mouth Sore Rinse,UNKNOWN,206,26,7,0,1,4
276,610837151,[''],[],"Crest 3D White Advanced Whitening Toothpaste 6oz (170g), 5-pack",$24.99 ,248,3,0,0,0,0
277,644445681,[''],[],"Colgate Max Fresh Toothpaste with Mini Breath Strips, Cool Mint - 7.6 Ounce (3 Pack)",$8.84 ,53,23,4,0,1,4
278,48083416,"['Active Ingredient - Purpose: Cetylpyridinium Chloride 0.07% - Antigingivitis/Antiplaque.Inactive Ingredients: Water', 'Xylitol', 'Propylene Glycol', 'Flavor', 'Sucralose', 'PEG-35 Castor Oil', 'Dipotassium Glycyrrhizate', 'Yellow 5', 'Green 3 (309-112).']",[],"ACT Advanced Care Plaque Guard Antigingivitis/Antiplaque Mouthwash, Clean Mint, 18 Oz",$5.52 ,206,231,115,43,0,0
279,104204495,[''],[],"Crest Complete Whitening + Scope Toothpaste, 5 Ct, 5.8 Oz",$39.95 ,206,184,35,8,5,16
280,290993285,[''],[],"Colgate MaxFresh Toothpaste, Cool Mint (7.6 oz., 5 pk.)",$9.99 ,53,11,1,0,0,0
